Mod:Item:MetaData, Localized Name
darkutils:slime_dyed:14, Red Slime Block
darkutils:slime_dyed:15, Black Slime Block
darkutils:material:0, Wither Dust
darkutils:material:1, Unstable Ender Pearl
darkutils:material:2, Dwindle Cream
darkutils:material:3, Dark Sugar
darkutils:wither_block:0, Wither Dust Block
darkutils:wither_block:1, Wither Dust Bricks
darkutils:wither_block:2, Carved Wither Dust Block
darkutils:wither_block:3, Chiseled Wither Dust Block
darkutils:wither_block:4, Corrupted Wither Dust Block
darkutils:wither_block:5, Checkered Wither Dust Block
darkutils:anti_slime, Anti-Slime Block
projectex:energy_link, Basic Energy EMC Link
projectex:personal_link, Personal EMC Link
projectex:refined_link, Refined EMC Link
projectex:compressed_refined_link, Compressed Refined EMC Link
projectex:collector:0, Basic Collector [MK1]
projectex:collector:1, Dark Matter Collector [MK2]
projectex:collector:2, Red Matter Collector [MK3]
projectex:collector:3, Magenta Matter Collector [MK4]
projectex:collector:4, Pink Matter Collector [MK5]
projectex:collector:5, Purple Matter Collector [MK6]
projectex:collector:6, Violet Matter Collector [MK7]
projectex:collector:7, Blue Matter Collector [MK8]
projectex:collector:8, Cyan Matter Collector [MK9]
projectex:collector:9, Green Matter Collector [MK10]
projectex:collector:10, Lime Matter Collector [MK11]
projectex:collector:11, Yellow Matter Collector [MK12]
projectex:collector:12, Orange Matter Collector [MK13]
projectex:collector:13, White Matter Collector [MK14]
projectex:collector:14, Fading Matter Collector [MK15]
projectex:collector:15, The Final Collector
projectex:relay:0, Basic Relay [MK1]
projectex:relay:1, Dark Matter Relay [MK2]
projectex:relay:2, Red Matter Relay [MK3]
projectex:relay:3, Magenta Matter Relay [MK4]
projectex:relay:4, Pink Matter Relay [MK5]
projectex:relay:5, Purple Matter Relay [MK6]
projectex:relay:6, Violet Matter Relay [MK7]
projectex:relay:7, Blue Matter Relay [MK8]
projectex:relay:8, Cyan Matter Relay [MK9]
projectex:relay:9, Green Matter Relay [MK10]
projectex:relay:10, Lime Matter Relay [MK11]
projectex:relay:11, Yellow Matter Relay [MK12]
projectex:relay:12, Orange Matter Relay [MK13]
projectex:relay:13, White Matter Relay [MK14]
projectex:relay:14, Fading Matter Relay [MK15]
projectex:relay:15, The Final Relay
projectex:compressed_collector:0, Basic Collector [MK1]
projectex:compressed_collector:1, Dark Matter Collector [MK2]
projectex:compressed_collector:2, Red Matter Collector [MK3]
projectex:compressed_collector:3, Magenta Matter Collector [MK4]
projectex:compressed_collector:4, Pink Matter Collector [MK5]
projectex:compressed_collector:5, Purple Matter Collector [MK6]
projectex:compressed_collector:6, Violet Matter Collector [MK7]
projectex:compressed_collector:7, Blue Matter Collector [MK8]
projectex:compressed_collector:8, Cyan Matter Collector [MK9]
projectex:compressed_collector:9, Green Matter Collector [MK10]
projectex:compressed_collector:10, Lime Matter Collector [MK11]
projectex:compressed_collector:11, Yellow Matter Collector [MK12]
projectex:compressed_collector:12, Orange Matter Collector [MK13]
projectex:compressed_collector:13, White Matter Collector [MK14]
projectex:compressed_collector:14, Fading Matter Collector [MK15]
projectex:compressed_collector:15, The Final Collector
projectex:power_flower:0, Basic Power Flower Bonsai Pot [MK1]
projectex:power_flower:1, Dark Matter Power Flower Bonsai Pot [MK2]
projectex:power_flower:2, Red Matter Power Flower Bonsai Pot [MK3]
projectex:power_flower:3, Magenta Matter Power Flower Bonsai Pot [MK4]
projectex:power_flower:4, Pink Matter Power Flower Bonsai Pot [MK5]
projectex:power_flower:5, Purple Matter Power Flower Bonsai Pot [MK6]
projectex:power_flower:6, Violet Matter Power Flower Bonsai Pot [MK7]
projectex:power_flower:7, Blue Matter Power Flower Bonsai Pot [MK8]
projectex:power_flower:8, Cyan Matter Power Flower Bonsai Pot [MK9]
projectex:power_flower:9, Green Matter Power Flower Bonsai Pot [MK10]
projectex:power_flower:10, Lime Matter Power Flower Bonsai Pot [MK11]
projectex:power_flower:11, Yellow Matter Power Flower Bonsai Pot [MK12]
projectex:power_flower:12, Orange Matter Power Flower Bonsai Pot [MK13]
projectex:power_flower:13, White Matter Power Flower Bonsai Pot [MK14]
projectex:power_flower:14, Fading Matter Power Flower Bonsai Pot [MK15]
projectex:power_flower:15, The Final Power Flower Bonsai Pot
projectex:stone_table, Stone Transmutation Table
projectex:alchemy_table, Alchemy Table
projectex:magnum_star_ein, Magnum Star Ein
projectex:magnum_star_zwei, Magnum Star Zwei
projectex:magnum_star_drei, Magnum Star Drei
projectex:magnum_star_vier, Magnum Star Vier
projectex:magnum_star_sphere, Magnum Star Sphere
projectex:magnum_star_omega, Magnum Star Omega
projectex:colossal_star_ein, Colossal Star Ein
projectex:colossal_star_zwei, Colossal Star Zwei
projectex:colossal_star_drei, Colossal Star Drei
projectex:colossal_star_vier, Colossal Star Vier
projectex:colossal_star_sphere, Colossal Star Sphere
projectex:colossal_star_omega, Colossal Star Omega
projectex:matter:0, Magenta Matter
projectex:matter:1, Pink Matter
projectex:matter:2, Purple Matter
projectex:matter:3, Violet Matter
projectex:matter:4, Blue Matter
projectex:matter:5, Cyan Matter
projectex:matter:6, Green Matter
projectex:matter:7, Lime Matter
projectex:matter:8, Yellow Matter
projectex:matter:9, Orange Matter
projectex:matter:10, White Matter
projectex:matter:11, Fading Matter
projectex:clay_matter, Clay Matter
projectex:final_star_shard, The Final Star Shard
projectex:final_star, The Final Star
projectex:knowledge_sharing_book, Knowledge Sharing Book
projectex:arcane_tablet, Arcane Transmutation Tablet
ironchest:iron_chest:0, Iron Chest
ironchest:iron_chest:1, Gold Chest
ironchest:iron_chest:2, Diamond Chest
ironchest:iron_chest:3, Copper Chest
ironchest:iron_chest:4, Silver Chest
ironchest:iron_chest:5, Crystal Chest
ironchest:iron_chest:6, Obsidian Chest
ironchest:iron_chest:7, DirtChest 9000!
ironchest:iron_shulker_box_white:0, White Iron Shulker Box
ironchest:iron_shulker_box_white:1, White Gold Shulker Box
ironchest:iron_shulker_box_white:2, White Diamond Shulker Box
ironchest:iron_shulker_box_white:3, White Copper Shulker Box
ironchest:iron_shulker_box_white:4, White Silver Shulker Box
ironchest:iron_shulker_box_white:5, White Crystal Shulker Box
ironchest:iron_shulker_box_white:6, White Obsidian Shulker Box
ironchest:iron_shulker_box_orange:0, Orange Iron Shulker Box
ironchest:iron_shulker_box_orange:1, Orange Gold Shulker Box
ironchest:iron_shulker_box_orange:2, Orange Diamond Shulker Box
ironchest:iron_shulker_box_orange:3, Orange Copper Shulker Box
ironchest:iron_shulker_box_orange:4, Orange Silver Shulker Box
ironchest:iron_shulker_box_orange:5, Orange Crystal Shulker Box
ironchest:iron_shulker_box_orange:6, Orange Obsidian Shulker Box
ironchest:iron_shulker_box_magenta:0, Magenta Iron Shulker Box
ironchest:iron_shulker_box_magenta:1, Magenta Gold Shulker Box
ironchest:iron_shulker_box_magenta:2, Magenta Diamond Shulker Box
ironchest:iron_shulker_box_magenta:3, Magenta Copper Shulker Box
ironchest:iron_shulker_box_magenta:4, Magenta Silver Shulker Box
ironchest:iron_shulker_box_magenta:5, Magenta Crystal Shulker Box
ironchest:iron_shulker_box_magenta:6, Magenta Obsidian Shulker Box
ironchest:iron_shulker_box_light_blue:0, Light Blue Iron Shulker Box
ironchest:iron_shulker_box_light_blue:1, Light Blue Gold Shulker Box
ironchest:iron_shulker_box_light_blue:2, Light Blue Diamond Shulker Box
ironchest:iron_shulker_box_light_blue:3, Light Blue Copper Shulker Box
ironchest:iron_shulker_box_light_blue:4, Light Blue Silver Shulker Box
ironchest:iron_shulker_box_light_blue:5, Light Blue Crystal Shulker Box
ironchest:iron_shulker_box_light_blue:6, Light Blue Obsidian Shulker Box
ironchest:iron_shulker_box_yellow:0, Yellow Iron Shulker Box
ironchest:iron_shulker_box_yellow:1, Yellow Gold Shulker Box
ironchest:iron_shulker_box_yellow:2, Yellow Diamond Shulker Box
ironchest:iron_shulker_box_yellow:3, Yellow Copper Shulker Box
ironchest:iron_shulker_box_yellow:4, Yellow Silver Shulker Box
ironchest:iron_shulker_box_yellow:5, Yellow Crystal Shulker Box
ironchest:iron_shulker_box_yellow:6, Yellow Obsidian Shulker Box
ironchest:iron_shulker_box_lime:0, Lime Iron Shulker Box
ironchest:iron_shulker_box_lime:1, Lime Gold Shulker Box
ironchest:iron_shulker_box_lime:2, Lime Diamond Shulker Box
ironchest:iron_shulker_box_lime:3, Lime Copper Shulker Box
ironchest:iron_shulker_box_lime:4, Lime Silver Shulker Box
ironchest:iron_shulker_box_lime:5, Lime Crystal Shulker Box
ironchest:iron_shulker_box_lime:6, Lime Obsidian Shulker Box
ironchest:iron_shulker_box_pink:0, Pink Iron Shulker Box
ironchest:iron_shulker_box_pink:1, Pink Gold Shulker Box
ironchest:iron_shulker_box_pink:2, Pink Diamond Shulker Box
ironchest:iron_shulker_box_pink:3, Pink Copper Shulker Box
ironchest:iron_shulker_box_pink:4, Pink Silver Shulker Box
ironchest:iron_shulker_box_pink:5, Pink Crystal Shulker Box
ironchest:iron_shulker_box_pink:6, Pink Obsidian Shulker Box
ironchest:iron_shulker_box_gray:0, Gray Iron Shulker Box
ironchest:iron_shulker_box_gray:1, Gray Gold Shulker Box
ironchest:iron_shulker_box_gray:2, Gray Diamond Shulker Box
ironchest:iron_shulker_box_gray:3, Gray Copper Shulker Box
ironchest:iron_shulker_box_gray:4, Gray Silver Shulker Box
ironchest:iron_shulker_box_gray:5, Gray Crystal Shulker Box
ironchest:iron_shulker_box_gray:6, Gray Obsidian Shulker Box
ironchest:iron_shulker_box_silver:0, Light Gray Iron Shulker Box
ironchest:iron_shulker_box_silver:1, Light Gray Gold Shulker Box
ironchest:iron_shulker_box_silver:2, Light Gray Diamond Shulker Box
ironchest:iron_shulker_box_silver:3, Light Gray Copper Shulker Box
ironchest:iron_shulker_box_silver:4, Light Gray Silver Shulker Box
ironchest:iron_shulker_box_silver:5, Light Gray Crystal Shulker Box
ironchest:iron_shulker_box_silver:6, Light Gray Obsidian Shulker Box
ironchest:iron_shulker_box_cyan:0, Cyan Iron Shulker Box
ironchest:iron_shulker_box_cyan:1, Cyan Gold Shulker Box
ironchest:iron_shulker_box_cyan:2, Cyan Diamond Shulker Box
ironchest:iron_shulker_box_cyan:3, Cyan Copper Shulker Box
ironchest:iron_shulker_box_cyan:4, Cyan Silver Shulker Box
ironchest:iron_shulker_box_cyan:5, Cyan Crystal Shulker Box
ironchest:iron_shulker_box_cyan:6, Cyan Obsidian Shulker Box
ironchest:iron_shulker_box_purple:0, Purple Iron Shulker Box
ironchest:iron_shulker_box_purple:1, Purple Gold Shulker Box
ironchest:iron_shulker_box_purple:2, Purple Diamond Shulker Box
ironchest:iron_shulker_box_purple:3, Purple Copper Shulker Box
ironchest:iron_shulker_box_purple:4, Purple Silver Shulker Box
ironchest:iron_shulker_box_purple:5, Purple Crystal Shulker Box
ironchest:iron_shulker_box_purple:6, Purple Obsidian Shulker Box
ironchest:iron_shulker_box_blue:0, Blue Iron Shulker Box
ironchest:iron_shulker_box_blue:1, Blue Gold Shulker Box
ironchest:iron_shulker_box_blue:2, Blue Diamond Shulker Box
ironchest:iron_shulker_box_blue:3, Blue Copper Shulker Box
ironchest:iron_shulker_box_blue:4, Blue Silver Shulker Box
ironchest:iron_shulker_box_blue:5, Blue Crystal Shulker Box
ironchest:iron_shulker_box_blue:6, Blue Obsidian Shulker Box
ironchest:iron_shulker_box_brown:0, Brown Iron Shulker Box
ironchest:iron_shulker_box_brown:1, Brown Gold Shulker Box
ironchest:iron_shulker_box_brown:2, Brown Diamond Shulker Box
ironchest:iron_shulker_box_brown:3, Brown Copper Shulker Box
ironchest:iron_shulker_box_brown:4, Brown Silver Shulker Box
ironchest:iron_shulker_box_brown:5, Brown Crystal Shulker Box
ironchest:iron_shulker_box_brown:6, Brown Obsidian Shulker Box
ironchest:iron_shulker_box_green:0, Green Iron Shulker Box
ironchest:iron_shulker_box_green:1, Green Gold Shulker Box
ironchest:iron_shulker_box_green:2, Green Diamond Shulker Box
ironchest:iron_shulker_box_green:3, Green Copper Shulker Box
ironchest:iron_shulker_box_green:4, Green Silver Shulker Box
ironchest:iron_shulker_box_green:5, Green Crystal Shulker Box
ironchest:iron_shulker_box_green:6, Green Obsidian Shulker Box
ironchest:iron_shulker_box_red:0, Red Iron Shulker Box
ironchest:iron_shulker_box_red:1, Red Gold Shulker Box
ironchest:iron_shulker_box_red:2, Red Diamond Shulker Box
ironchest:iron_shulker_box_red:3, Red Copper Shulker Box
ironchest:iron_shulker_box_red:4, Red Silver Shulker Box
ironchest:iron_shulker_box_red:5, Red Crystal Shulker Box
ironchest:iron_shulker_box_red:6, Red Obsidian Shulker Box
ironchest:iron_shulker_box_black:0, Black Iron Shulker Box
ironchest:iron_shulker_box_black:1, Black Gold Shulker Box
ironchest:iron_shulker_box_black:2, Black Diamond Shulker Box
ironchest:iron_shulker_box_black:3, Black Copper Shulker Box
ironchest:iron_shulker_box_black:4, Black Silver Shulker Box
ironchest:iron_shulker_box_black:5, Black Crystal Shulker Box
ironchest:iron_shulker_box_black:6, Black Obsidian Shulker Box
ironchest:iron_gold_chest_upgrade, Iron to Gold Chest Upgrade
ironchest:gold_diamond_chest_upgrade, Gold to Diamond Chest Upgrade
ironchest:copper_silver_chest_upgrade, Copper to Silver Chest Upgrade
ironchest:silver_gold_chest_upgrade, Silver to Gold Chest Upgrade
ironchest:copper_iron_chest_upgrade, Copper to Iron Chest Upgrade
ironchest:diamond_crystal_chest_upgrade, Diamond to Crystal Chest Upgrade
ironchest:wood_iron_chest_upgrade, Wood to Iron Chest Upgrade
ironchest:wood_copper_chest_upgrade, Wood to Copper Chest Upgrade
ironchest:diamond_obsidian_chest_upgrade, Diamond to Obsidian Chest Upgrade
ironchest:iron_gold_shulker_upgrade, Iron to Gold Shulker Box Upgrade
ironchest:gold_diamond_shulker_upgrade, Gold to Diamond Shulker Box Upgrade
ironchest:copper_silver_shulker_upgrade, Copper to Silver Shulker Box Upgrade
ironchest:silver_gold_shulker_upgrade, Silver to Gold Shulker Box Upgrade
ironchest:copper_iron_shulker_upgrade, Copper to Iron Shulker Box Upgrade
ironchest:diamond_crystal_shulker_upgrade, Diamond to Crystal Shulker Box Upgrade
ironchest:vanilla_iron_shulker_upgrade, Vanilla to Iron Shulker Box Upgrade
ironchest:vanilla_copper_shulker_upgrade, Vanilla to Copper Shulker Box Upgrade
ironchest:diamond_obsidian_shulker_upgrade, Diamond to Obsidian Shulker Box Upgrade
endermanevo:friender_pearl, Friender Pearl
endermanevo:enderman_skull, Enderman Head
endermanevo:frienderman_skull, Frienderman Head
endermanevo:enderman_evolved_skull, Evolved Enderman Head
endermanevo:ender_flower, Ender Daisy
endermanevo:ender_fragment, Ender Fragment
enderutilities:asu:0, Adjustable Storage Unit
enderutilities:barrel:0, Barrel
enderutilities:draw_bridge:0, Drawbridge
enderutilities:draw_bridge:1, Advanced Drawbridge
enderutilities:ender_elevator:0, Ender Elevator (white)
enderutilities:ender_elevator_slab:0, Ender Elevator Slab (white)
enderutilities:ender_elevator_layer:0, Ender Elevator Layer (white)
enderutilities:inserter:0, Inserter
enderutilities:inserter:1, Inserter (Filtered)
enderutilities:floor:0, Floor
enderutilities:floor:1, Cracked Floor
enderutilities:energy_bridge:0, Energy Bridge Resonator
enderutilities:energy_bridge:1, Energy Bridge Receiver
enderutilities:energy_bridge:2, Energy Bridge Transmitter
enderutilities:machine_0:0, Ender Furnace
enderutilities:machine_1:0, Ender Infuser
enderutilities:machine_1:1, Tool Workstation
enderutilities:machine_1:2, Creation Station
enderutilities:machine_1:3, Advanced Quick Stacker
enderutilities:molecular_exciter, tile.null.name
enderutilities:msu:0, Massive Storage Unit
enderutilities:msu:1, Massive Storage Bundle
enderutilities:phasing:0, Phasing Block
enderutilities:phasing:1, Phasing Block (inverted)
enderutilities:frame, tile.null.name
enderutilities:portal_panel, tile.null.name
enderutilities:sound_block:0, Sound Block
enderutilities:storage_0:0, Small Memory Chest
enderutilities:storage_0:1, Memory Chest
enderutilities:storage_0:2, Large Memory Chest
enderutilities:storage_0:3, Handy Chest (Small)
enderutilities:storage_0:4, Handy Chest (Normal)
enderutilities:storage_0:5, Handy Chest (Large)
enderutilities:storage_0:6, Handy Chest (Extended)
enderutilities:storage_0:7, Junk Storage Unit
enderutilities:endercapacitor:0, Ender Capacitor (Basic)
enderutilities:endercapacitor:0, Ender Capacitor (Basic)
enderutilities:endercapacitor:1, Ender Capacitor (Enhanced)
enderutilities:endercapacitor:1, Ender Capacitor (Enhanced)
enderutilities:endercapacitor:2, Ender Capacitor (Advanced)
enderutilities:endercapacitor:2, Ender Capacitor (Advanced)
enderutilities:endercapacitor:3, Ender Capacitor (Creative)
enderutilities:endercapacitor:3, Ender Capacitor (Creative)
enderutilities:enderpart:0, Ender Alloy (Basic)
enderutilities:enderpart:1, Ender Alloy (Enhanced)
enderutilities:enderpart:2, Ender Alloy (Advanced)
enderutilities:enderpart:10, Inactive Ender Core (Basic)
enderutilities:enderpart:11, Inactive Ender Core (Enhanced)
enderutilities:enderpart:12, Inactive Ender Core (Advanced)
enderutilities:enderpart:15, Ender Core (Basic)
enderutilities:enderpart:16, Ender Core (Enhanced)
enderutilities:enderpart:17, Ender Core (Advanced)
enderutilities:enderpart:20, Ender Infused Stick
enderutilities:enderpart:21, Ender Rope
enderutilities:enderpart:30, Creative Breaking Module
enderutilities:enderpart:40, Ender Relic
enderutilities:enderpart:45, Jailer module
enderutilities:enderpart:50, Memory Card (misc)
enderutilities:enderpart:51, Memory Card (items) 6 B
enderutilities:enderpart:52, Memory Card (items) 8 B
enderutilities:enderpart:53, Memory Card (items) 10 B
enderutilities:enderpart:54, Memory Card (items) 12 B
enderutilities:enderpart:70, Barrel Label
enderutilities:enderpart:71, Barrel Structural Upgrade
enderutilities:enderpart:72, Barrel Capacity Upgrade
enderutilities:enderpart:73, Barrel Void Upgrade
enderutilities:enderpart:80, Storage Key
enderutilities:enderpart:81, Creative Storage Key
enderutilities:linkcrystal:0, Link Crystal (Location)
enderutilities:linkcrystal:1, Link Crystal (Block)
enderutilities:linkcrystal:2, Link Crystal (Portal)
enderutilities:builderswand, Wand of the Lazy Builder
enderutilities:chairwand, Chair Wand
enderutilities:dolly, Dolly
enderutilities:enderarrow, Ender Arrow
enderutilities:enderbag, Ender Bag
enderutilities:enderbow, Ender Bow
enderutilities:enderbucket, Ender Bucket
enderutilities:enderlasso, Ender Lasso
enderutilities:enderpearlreusable:0, Ender Pearl (reusable)
enderutilities:enderpearlreusable:1, Elite Ender Pearl (reusable)
enderutilities:enderporter:0, Ender Porter
enderutilities:enderporter:1, Advanced Ender Porter
enderutilities:endersword, Ender Sword
enderutilities:endertool:0, Ender Pickaxe
enderutilities:endertool:0, Ender Axe
enderutilities:endertool:0, Ender Shovel
enderutilities:endertool:0, Ender Hoe
enderutilities:handybag:0, Handy Bag
enderutilities:handybag:1, Handy Bag (Large)
enderutilities:icemelter:0, Cheaty Water Wand
enderutilities:icemelter:1, Super Cheaty Water Wand
enderutilities:inventoryswapper, Inventory Swapper
enderutilities:livingmanipulator, Living Matter Manipulator
enderutilities:mobharness, Mob Harness
enderutilities:nullifier, Nullifier
enderutilities:pet_contract, item.enderutilities.pet_contract.name
enderutilities:pickupmanager, Item Pickup Manager
enderutilities:quickstacker, Quick Stacker
enderutilities:portalscaler, Portal Scaler
enderutilities:ruler, Ruler
enderutilities:syringe:0, Syringe (empty)
enderutilities:syringe:1, Paralyzer Syringe
enderutilities:syringe:2, Stimulant Syringe
enderutilities:syringe:3, Passifier Syringe
enderutilities:void_pickaxe, Void Pickaxe
equivalentintegrations:soulbound_talisman, Soulbound Talisman
equivalentintegrations:alchemical_algorithms, Alchemical Algorithms
